targets, factors
Gene719, (!Gene872 & !Gene929 & !Gene665) | (!Gene488 & Gene929 & !Gene665) | (Gene488 & !Gene872 & Gene665) | (Gene488 & !Gene929 & !Gene665) | (Gene488 & Gene929 & Gene665)
Gene720, (!Gene331 & !Gene52 & !Gene605) | (!Gene52 & Gene605 & Gene125) | (!Gene331 & !Gene605 & Gene125) | (!Gene331 & Gene52 & Gene605 & !Gene125) | (Gene331 & !Gene52 & Gene605) | (Gene331 & Gene52 & !Gene605 & !Gene125)
Gene721, (!Gene365 & !Gene292 & Gene21) | (!Gene365 & Gene292 & !Gene21) | (!Gene365 & Gene21 & Gene270) | (Gene365 & !Gene292 & !Gene21 & !Gene270) | (!Gene292 & Gene21 & Gene270) | (Gene292 & !Gene21 & Gene270)
Gene722, (!Gene970 & !Gene381 & Gene292 & !Gene389) | (!Gene970 & Gene381 & !Gene292) | (!Gene970 & Gene381 & Gene389) | (Gene970 & !Gene381 & !Gene292) | (Gene381 & !Gene292 & Gene389) | (Gene970 & Gene381 & Gene292 & !Gene389)
Gene723, (!Gene1000 & !Gene198 & !Gene582) | (!Gene339 & !Gene1000 & Gene582) | (Gene198 & Gene582) | (Gene339 & Gene1000 & Gene198)
Gene724, (!Gene204 & !Gene3 & !Gene325 & !Gene945) | (!Gene204 & Gene325 & Gene945) | (Gene3 & Gene325) | (Gene204 & Gene325 & !Gene945) | (Gene204 & Gene3 & Gene945)
Gene725, (!Gene466 & !Gene967 & !Gene939) | (Gene967 & Gene939) | (!Gene152 & Gene466 & Gene939) | (Gene152 & !Gene967 & !Gene939)
Gene726, (!Gene337 & !Gene322 & !Gene493) | (!Gene337 & Gene322 & Gene493) | (Gene337 & Gene322 & !Gene493) | (Gene786 & Gene322)
Gene727, (!Gene933 & Gene909 & !Gene40) | (!Gene933 & !Gene993 & Gene909) | (Gene993 & !Gene909 & !Gene40) | (!Gene933 & Gene993 & !Gene909) | (Gene933 & !Gene909 & !Gene40) | (Gene933 & !Gene993 & !Gene909)
Gene728, (!Gene225 & !Gene210 & !Gene690) | (!Gene225 & !Gene210 & Gene76) | (!Gene225 & Gene210 & !Gene76 & Gene690) | (Gene76 & !Gene690) | (Gene225 & Gene210 & Gene76)
Gene729, (!Gene991 & !Gene337) | (!Gene541 & !Gene991 & !Gene796) | (Gene796 & !Gene337) | (Gene541 & Gene991 & !Gene796 & Gene337)
Gene730, (!Gene338 & !Gene745 & !Gene595 & Gene282) | (!Gene745 & Gene595 & !Gene282) | (Gene338 & !Gene282) | (Gene338 & Gene595)
Gene731, (!Gene602 & Gene618) | (!Gene496 & Gene88 & !Gene602) | (Gene496 & !Gene88 & !Gene602) | (Gene496 & Gene618)
Gene732, (!Gene832 & Gene70 & !Gene339) | (!Gene414 & Gene70 & Gene339) | (Gene832 & !Gene414 & !Gene70) | (Gene414 & Gene70 & !Gene339) | (Gene832 & Gene70 & Gene339)
Gene733, (!Gene926 & !Gene743 & !Gene861 & !Gene763) | (!Gene743 & Gene861 & Gene763) | (!Gene926 & Gene743 & !Gene861 & Gene763) | (Gene743 & Gene861 & !Gene763) | (Gene926 & Gene861)
Gene734, (!Gene201 & !Gene810 & Gene786) | (!Gene825 & Gene810) | (!Gene201 & Gene825 & !Gene810) | (Gene201 & Gene810 & !Gene786)
Gene735, (!Gene451 & !Gene389 & Gene664) | (!Gene399 & !Gene451 & Gene389 & !Gene664) | (!Gene399 & !Gene389 & Gene664) | (Gene399 & !Gene389 & !Gene664) | (Gene399 & !Gene451 & Gene664) | (Gene399 & Gene451 & !Gene664)
Gene736, (!Gene14 & !Gene375 & !Gene446) | (!Gene99 & !Gene14 & !Gene375) | (!Gene99 & !Gene375 & !Gene446) | (!Gene99 & Gene14 & Gene375 & Gene446) | (Gene99 & Gene375 & !Gene446) | (Gene99 & Gene14 & !Gene375 & Gene446)
Gene737, (!Gene177 & !Gene802 & !Gene634) | (!Gene802 & Gene634 & Gene944) | (!Gene177 & Gene802 & Gene634) | (Gene177 & !Gene802 & Gene634) | (Gene177 & Gene802 & !Gene634 & Gene944)
Gene738, (!Gene105 & !Gene454 & Gene834) | (!Gene105 & Gene468 & Gene454 & !Gene834) | (Gene105 & !Gene468 & Gene454) | (Gene105 & Gene468 & !Gene454) | (Gene105 & Gene454 & Gene834)
Gene739, (!Gene705 & !Gene791 & !Gene105) | (!Gene384 & Gene791 & !Gene105) | (Gene384 & !Gene791 & Gene105) | (Gene705 & Gene791 & !Gene105) | (Gene705 & Gene384 & Gene105)
Gene740, (!Gene468 & !Gene10 & !Gene878) | (!Gene468 & Gene399) | (Gene468 & !Gene399 & Gene878) | (Gene10 & Gene399 & Gene878)
Gene741, (!Gene509 & !Gene325 & !Gene75) | (!Gene509 & Gene325 & Gene75) | (!Gene509 & Gene573 & !Gene75) | (Gene509 & !Gene573 & Gene325 & !Gene75) | (Gene573 & !Gene325 & !Gene75) | (Gene573 & Gene325 & Gene75)
Gene742, (!Gene319 & !Gene809) | (!Gene442 & !Gene554 & !Gene809) | (Gene442 & !Gene319 & !Gene554) | (Gene442 & Gene554 & !Gene809) | (Gene442 & Gene319 & Gene554)
Gene743, (!Gene833 & !Gene565 & !Gene254) | (!Gene833 & !Gene962 & !Gene565) | (Gene962 & Gene565 & !Gene254) | (!Gene833 & Gene962 & Gene565) | (Gene833 & Gene565 & !Gene254) | (Gene833 & Gene962 & !Gene565 & Gene254)
Gene744, (!Gene448 & !Gene63 & !Gene265) | (!Gene538 & !Gene63 & !Gene265) | (!Gene538 & Gene448 & !Gene265) | (Gene448 & Gene63 & Gene265) | (Gene538 & !Gene448 & !Gene265) | (Gene538 & Gene63 & Gene265)
Gene745, (!Gene785 & !Gene275 & !Gene899) | (!Gene275 & Gene899 & Gene368) | (!Gene785 & !Gene899 & Gene368) | (!Gene785 & Gene275 & Gene899 & !Gene368) | (Gene785 & !Gene275 & Gene899) | (Gene785 & Gene899 & Gene368)
Gene746, (!Gene953 & Gene157 & !Gene969) | (!Gene912 & Gene157 & Gene969) | (Gene912 & !Gene157 & Gene969) | (Gene912 & Gene157 & !Gene969) | (Gene953 & Gene157 & Gene969)
Gene747, (!Gene721 & Gene19) | (Gene555 & !Gene721) | (Gene454 & !Gene555 & Gene721)
Gene748, (!Gene153 & Gene213) | (Gene813 & Gene213) | (Gene217 & Gene213) | (Gene217 & Gene153 & Gene813)
Gene749, (!Gene108 & Gene662 & Gene186) | (Gene21 & !Gene186) | (Gene108 & Gene662 & !Gene186) | (Gene108 & Gene21 & !Gene662)
Gene750, (!Gene219 & !Gene49 & !Gene916) | (!Gene219 & !Gene49 & Gene942) | (!Gene219 & Gene49 & !Gene942 & Gene916) | (!Gene219 & Gene942 & !Gene916) | (Gene219 & !Gene49 & !Gene942 & Gene916) | (!Gene49 & Gene942 & !Gene916) | (Gene219 & Gene49 & Gene942 & Gene916)
Gene751, (!Gene726 & !Gene307 & !Gene353) | (!Gene901 & !Gene307) | (Gene726 & Gene307 & Gene353) | (Gene901 & !Gene726 & !Gene353)
Gene752, (Gene276 & !Gene782) | (Gene276 & !Gene571) | (Gene682 & Gene571 & !Gene782) | (Gene682 & !Gene276 & Gene571)
Gene753, (!Gene411 & !Gene812 & !Gene839) | (!Gene812 & !Gene93 & Gene839) | (!Gene411 & !Gene93 & Gene839) | (!Gene411 & Gene812 & Gene839) | (Gene411 & !Gene812 & Gene839) | (Gene411 & Gene812 & !Gene93 & !Gene839)
Gene754, (Gene125 & !Gene943) | (!Gene257 & Gene538 & !Gene943) | (!Gene257 & Gene538 & Gene125) | (Gene257 & !Gene538 & !Gene943) | (Gene257 & !Gene538 & Gene125)
Gene755, (!Gene149 & !Gene271) | (!Gene136 & Gene149 & Gene271) | (Gene136 & Gene468 & Gene271)
Gene756, (!Gene888 & !Gene103 & !Gene588) | (!Gene888 & Gene926 & !Gene588) | (Gene888 & Gene588) | (Gene888 & Gene103 & !Gene926)
Gene757, (!Gene277 & !Gene699 & Gene323) | (Gene323 & Gene387) | (Gene277 & !Gene699 & Gene387) | (Gene277 & Gene699 & !Gene387)
Gene758, (!Gene463 & Gene128 & !Gene216) | (Gene800 & !Gene128 & Gene216) | (Gene463 & !Gene128 & Gene216) | (Gene463 & !Gene800 & Gene216) | (Gene463 & Gene800 & !Gene216)
Gene759, (!Gene892 & Gene192 & Gene243) | (!Gene538 & Gene892 & !Gene192) | (Gene538 & !Gene892 & !Gene243) | (Gene892 & !Gene192 & Gene243) | (Gene538 & Gene192 & Gene243)
Gene760, (!Gene839 & !Gene748) | (!Gene839 & !Gene585 & Gene273) | (Gene585 & !Gene748) | (Gene839 & Gene585 & Gene273)
Gene761, (!Gene944 & !Gene581) | (Gene581 & Gene595 & Gene741) | (Gene944 & Gene581 & !Gene595)
Gene762, (!Gene215 & !Gene664 & !Gene524) | (!Gene215 & Gene267 & Gene664 & Gene524) | (Gene215 & !Gene664 & Gene524) | (Gene215 & !Gene267 & Gene524) | (Gene267 & !Gene664 & !Gene524) | (Gene215 & Gene267 & !Gene524)
Gene763, (!Gene58 & !Gene8 & !Gene692) | (!Gene58 & Gene8 & Gene692) | (Gene901 & Gene8 & !Gene692) | (Gene58 & Gene8 & !Gene692) | (Gene58 & Gene901 & !Gene8 & Gene692)
Gene764, (!Gene14 & Gene603) | (Gene778 & !Gene14) | (Gene17 & Gene603)
Gene765, (!Gene138 & Gene64 & !Gene744) | (Gene64 & !Gene598 & Gene744) | (Gene138 & !Gene64 & !Gene744) | (Gene138 & !Gene598 & Gene744) | (Gene64 & Gene598 & !Gene744)
Gene766, (!Gene409 & !Gene348 & Gene470) | (!Gene409 & Gene348 & !Gene470) | (Gene806 & !Gene348 & !Gene470) | (Gene409 & Gene348 & Gene470)
Gene767, (Gene883 & !Gene615) | (Gene892 & Gene883) | (Gene697 & !Gene892 & !Gene615) | (Gene697 & Gene883)
Gene768, (!Gene195 & !Gene894) | (Gene279 & Gene563 & Gene894) | (Gene279 & !Gene563 & !Gene894) | (Gene195 & Gene279 & Gene894)
Gene769, (!Gene380 & !Gene446 & !Gene317) | (!Gene380 & !Gene453 & Gene317) | (!Gene380 & Gene453 & !Gene317) | (!Gene380 & Gene446 & Gene317) | (Gene380 & Gene446 & !Gene453)
Gene770, (!Gene498 & !Gene357) | (Gene733 & Gene641) | (Gene733 & Gene498 & Gene357)
Gene771, (!Gene789 & !Gene718) | (!Gene789 & !Gene491 & Gene661) | (!Gene789 & Gene491 & !Gene661) | (Gene491 & !Gene718 & Gene661) | (Gene789 & Gene491 & Gene661)
Gene772, (!Gene987 & !Gene743) | (!Gene781 & Gene987 & Gene743) | (!Gene680 & Gene781 & !Gene743) | (Gene680 & !Gene781 & Gene743)
Gene773, (!Gene815 & !Gene635 & !Gene748) | (!Gene815 & Gene748 & Gene825) | (Gene635 & Gene748) | (Gene815 & Gene635 & !Gene825)
Gene774, (!Gene527 & Gene869 & !Gene58) | (!Gene668 & Gene869 & Gene58) | (!Gene668 & Gene527 & !Gene869) | (Gene668 & !Gene869 & Gene58)
Gene775, (!Gene876 & Gene102 & !Gene750) | (!Gene178 & Gene876 & !Gene102) | (!Gene178 & Gene876 & Gene750) | (Gene178 & !Gene876)
Gene776, (!Gene164 & !Gene487) | (!Gene711 & Gene164 & Gene487) | (Gene423 & !Gene487)
Gene777, (!Gene921 & !Gene446) | (!Gene921 & Gene967) | (Gene967 & !Gene446 & !Gene184) | (Gene967 & Gene446 & Gene184)
Gene778, (!Gene495 & !Gene203 & !Gene377) | (!Gene537 & !Gene495 & !Gene203) | (!Gene537 & !Gene495 & !Gene377) | (!Gene537 & !Gene203 & !Gene377) | (Gene495 & Gene203 & Gene377) | (Gene537 & Gene495 & Gene377)
Gene779, (!Gene807 & !Gene174 & !Gene207 & !Gene33) | (!Gene807 & Gene207 & Gene33) | (!Gene807 & Gene174 & Gene33) | (Gene807 & !Gene174 & !Gene207 & Gene33) | (Gene807 & Gene207 & !Gene33) | (Gene807 & Gene174 & !Gene33)
Gene780, (!Gene717 & Gene890) | (Gene17 & Gene62) | (Gene890 & Gene62)
Gene781, (!Gene242 & !Gene467) | (!Gene78 & Gene242 & Gene467 & !Gene125) | (Gene78 & !Gene467) | (Gene78 & Gene242 & Gene125)
Gene782, (!Gene970 & Gene12 & Gene445) | (Gene895 & !Gene12) | (Gene970 & !Gene12 & Gene445) | (Gene970 & !Gene895 & Gene12 & !Gene445)
Gene783, (!Gene959 & !Gene600 & !Gene353) | (Gene959 & Gene600 & !Gene353) | (!Gene498 & Gene959 & Gene600) | (Gene498 & Gene600 & !Gene353) | (Gene498 & !Gene959 & Gene600) | (Gene498 & Gene959 & !Gene600 & Gene353)
Gene784, (!Gene416 & Gene282 & Gene580) | (Gene745 & Gene580) | (!Gene416 & Gene745 & Gene282) | (Gene416 & !Gene745 & !Gene282)
Gene785, (Gene872 & Gene847) | (Gene766 & Gene847) | (Gene766 & Gene16)
Gene786, (!Gene413 & !Gene123) | (Gene771 & !Gene432) | (!Gene771 & Gene432 & !Gene123)
Gene787, (!Gene270 & !Gene581 & !Gene827) | (!Gene270 & Gene581 & Gene827) | (!Gene454 & Gene270 & Gene827) | (Gene454 & !Gene581 & !Gene827) | (Gene454 & Gene270 & !Gene827)
Gene788, (!Gene835 & !Gene268 & Gene359) | (!Gene854 & Gene359) | (Gene835 & !Gene268 & !Gene359) | (Gene854 & !Gene835 & Gene268 & !Gene359)
Gene789, (!Gene749 & !Gene437 & Gene617) | (!Gene749 & Gene437 & !Gene617) | (!Gene425 & !Gene749 & Gene617) | (Gene749 & !Gene437 & !Gene617) | (Gene425 & Gene437 & !Gene617)
Gene790, (!Gene627 & !Gene97 & Gene380) | (!Gene627 & Gene97 & !Gene380) | (Gene915 & !Gene380) | (!Gene627 & Gene915)
Gene791, (!Gene889 & !Gene831 & !Gene330) | (!Gene337 & Gene831 & Gene330) | (Gene337 & !Gene831 & Gene330) | (Gene889 & !Gene831 & Gene330) | (Gene889 & Gene337 & Gene831 & !Gene330)
Gene792, (!Gene514 & !Gene800 & Gene926) | (!Gene514 & !Gene996 & Gene926) | (Gene996 & !Gene800) | (Gene514 & !Gene800 & !Gene926) | (Gene514 & Gene996 & !Gene926)
Gene793, (!Gene523 & !Gene841) | (!Gene523 & !Gene131) | (!Gene275 & !Gene523) | (!Gene275 & Gene131 & !Gene841)
Gene794, (!Gene122 & !Gene546 & Gene453) | (!Gene122 & Gene406) | (Gene122 & !Gene406 & !Gene453) | (Gene546 & Gene406 & Gene453)
Gene795, (!Gene332 & !Gene718 & !Gene116) | (!Gene332 & Gene116 & Gene457) | (!Gene718 & !Gene116 & Gene457) | (Gene332 & Gene718 & !Gene457) | (Gene718 & Gene116 & Gene457)
Gene796, (!Gene277 & !Gene695 & !Gene781) | (!Gene432 & !Gene695 & !Gene781) | (!Gene432 & Gene277) | (Gene432 & Gene695 & !Gene781)
Gene797, (!Gene138 & Gene882 & Gene332) | (!Gene138 & Gene736 & !Gene882) | (Gene138 & !Gene736 & !Gene332) | (Gene138 & !Gene736 & !Gene882) | (Gene138 & Gene882 & !Gene332)
Gene798, (!Gene599 & !Gene183) | (!Gene398 & !Gene599 & Gene650) | (!Gene398 & !Gene183) | (Gene650 & !Gene183)
Gene799, (!Gene983 & !Gene171 & !Gene683) | (!Gene309 & Gene171 & !Gene683) | (Gene983 & Gene171 & Gene683) | (Gene309 & !Gene171 & !Gene683) | (Gene983 & Gene309 & Gene683)
Gene800, (!Gene733 & !Gene8) | (Gene933 & Gene5) | (Gene933 & !Gene8)
Gene801, (!Gene666 & Gene781) | (!Gene469 & !Gene779 & Gene781) | (Gene469 & Gene666 & !Gene781) | (Gene469 & Gene779 & Gene781)
Gene802, (!Gene336 & Gene569 & !Gene317) | (!Gene632 & Gene569 & Gene317) | (Gene632 & !Gene569 & Gene317) | (Gene336 & !Gene569 & Gene317) | (Gene336 & Gene632 & !Gene569)
Gene803, (!Gene583 & !Gene643) | (!Gene583 & !Gene304 & !Gene293) | (Gene304 & Gene293)
Gene804, (!Gene764 & !Gene782 & !Gene685) | (!Gene764 & Gene852 & Gene782 & Gene685) | (Gene764 & !Gene782 & Gene685) | (Gene764 & Gene782 & !Gene685) | (Gene764 & !Gene852 & Gene685)
Gene805, (!Gene879 & !Gene73 & Gene46) | (Gene725 & !Gene46) | (!Gene879 & Gene73 & !Gene46) | (Gene879 & Gene73 & Gene725)
Gene806, (!Gene158 & Gene376) | (Gene158 & !Gene652 & Gene506) | (Gene158 & !Gene376 & Gene506) | (Gene376 & Gene652 & !Gene506)
Gene807, (!Gene981 & Gene515 & !Gene79) | (!Gene981 & !Gene78 & Gene515) | (!Gene981 & Gene78 & !Gene79) | (Gene78 & !Gene515 & Gene79) | (Gene981 & !Gene78 & !Gene515)
Gene808, (!Gene837 & !Gene191) | (!Gene837 & !Gene466) | (!Gene979 & Gene837 & Gene466 & Gene191) | (Gene979 & !Gene466 & !Gene191)
Gene809, (!Gene957 & !Gene161 & Gene723) | (!Gene957 & Gene403 & !Gene723) | (Gene957 & Gene161)
Gene810, (!Gene910 & !Gene996 & Gene780) | (!Gene723 & Gene996 & Gene780) | (Gene723 & !Gene780)
Gene811, (!Gene41 & Gene658) | (!Gene378 & !Gene853 & Gene41) | (Gene378 & Gene853 & Gene41)
Gene812, (!Gene130 & !Gene123 & !Gene965) | (!Gene130 & !Gene237 & Gene965) | (Gene123 & Gene237 & !Gene965) | (!Gene130 & Gene123 & Gene965) | (Gene123 & !Gene237 & Gene965)
Gene813, (!Gene975 & !Gene910 & Gene849) | (!Gene126 & Gene910 & !Gene849) | (!Gene975 & Gene910 & !Gene849) | (Gene126 & Gene849)
Gene814, (!Gene236 & !Gene100) | (!Gene236 & !Gene734) | (!Gene734 & Gene611 & Gene100) | (Gene734 & !Gene611 & !Gene100)
Gene815, (!Gene982 & !Gene338 & Gene541) | (!Gene377 & Gene338 & !Gene541) | (!Gene982 & Gene377 & !Gene541) | (Gene982 & !Gene377 & !Gene541) | (Gene377 & !Gene338 & Gene541)
Gene816, (!Gene154 & !Gene316 & Gene636) | (!Gene807 & Gene316 & !Gene636) | (!Gene154 & Gene807 & !Gene316) | (Gene807 & Gene316 & Gene636) | (Gene154 & !Gene807 & !Gene636)
Gene817, (!Gene765 & Gene547) | (!Gene993 & !Gene765 & Gene320) | (!Gene993 & Gene765 & !Gene320) | (Gene993 & Gene765 & Gene320 & !Gene547)
Gene818, (!Gene660 & Gene69) | (!Gene408 & Gene555 & !Gene660) | (Gene408 & !Gene555 & !Gene69) | (Gene408 & Gene555 & Gene69)
Gene819, (!Gene284 & !Gene766) | (!Gene896 & !Gene125 & !Gene766) | (!Gene896 & Gene284 & Gene766) | (Gene125 & Gene284 & Gene766)
Gene820, (!Gene42 & !Gene403 & !Gene591) | (!Gene544 & !Gene42 & !Gene591) | (!Gene544 & !Gene403 & !Gene591) | (Gene544 & !Gene403 & Gene591) | (Gene544 & !Gene42 & Gene591) | (Gene544 & Gene42 & Gene403 & !Gene591)
Gene821, (Gene124 & !Gene582) | (!Gene381 & Gene124) | (!Gene381 & Gene270 & Gene582) | (Gene381 & !Gene270 & !Gene582)
Gene822, (!Gene561 & !Gene208 & !Gene240) | (!Gene408 & !Gene208 & Gene240) | (!Gene408 & Gene208 & !Gene240) | (!Gene561 & Gene208 & Gene240)
Gene823, (!Gene570 & !Gene586) | (!Gene700 & !Gene593 & Gene570 & Gene586) | (Gene593 & !Gene570) | (!Gene700 & Gene593 & !Gene586)
Gene824, (!Gene422 & !Gene160 & !Gene391) | (!Gene731 & Gene160 & !Gene391) | (!Gene731 & Gene422 & Gene391) | (Gene422 & Gene160)
Gene825, (!Gene618 & !Gene853) | (!Gene618 & Gene913 & Gene924) | (!Gene853 & !Gene913 & Gene924) | (!Gene853 & Gene913 & !Gene924) | (Gene618 & Gene853 & !Gene913 & !Gene924)
Gene826, (!Gene687 & !Gene221 & Gene277) | (!Gene687 & Gene221 & !Gene277) | (Gene687 & !Gene221 & !Gene277) | (!Gene174 & Gene221 & !Gene277) | (Gene174 & !Gene687 & Gene277)
Gene827, (!Gene709 & !Gene329 & !Gene365) | (Gene709 & !Gene329 & Gene365) | (!Gene235 & Gene709 & Gene365) | (Gene235 & !Gene329 & Gene365) | (Gene235 & Gene329 & !Gene365)
Gene828, (!Gene167 & !Gene779 & !Gene349) | (!Gene458 & Gene779 & !Gene349) | (!Gene167 & Gene779 & Gene349) | (!Gene458 & Gene167 & !Gene779 & Gene349) | (Gene458 & Gene779 & Gene349)
Gene829, (Gene691 & Gene937 & !Gene336) | (Gene787 & !Gene336) | (Gene787 & !Gene691) | (Gene787 & Gene937)
Gene830, (!Gene324 & !Gene973 & !Gene452) | (!Gene973 & Gene452 & Gene751) | (!Gene324 & Gene973 & Gene452 & !Gene751) | (Gene324 & !Gene973 & Gene452) | (Gene324 & Gene973 & !Gene452)
Gene831, (!Gene940 & !Gene942) | (!Gene102 & !Gene240 & Gene942) | (!Gene102 & Gene240 & !Gene942) | (!Gene240 & Gene940 & Gene942)
Gene832, (!Gene946 & !Gene938 & !Gene831) | (!Gene946 & !Gene911 & !Gene938) | (!Gene946 & Gene911 & !Gene831) | (Gene946 & !Gene911 & Gene938) | (Gene911 & !Gene938 & !Gene831) | (Gene946 & Gene938 & Gene831)
Gene833, (!Gene744 & !Gene328 & Gene668) | (!Gene324 & Gene328 & !Gene668) | (!Gene744 & !Gene324 & Gene668) | (!Gene744 & Gene324 & !Gene328) | (Gene744 & Gene328 & !Gene668) | (Gene744 & Gene324 & Gene328)
Gene834, (!Gene285 & !Gene339 & Gene490) | (!Gene427 & Gene339 & Gene490) | (Gene285 & !Gene339 & !Gene490) | (Gene427 & !Gene339 & !Gene490) | (Gene427 & !Gene285 & !Gene490)
Gene835, (!Gene621 & Gene823) | (!Gene476 & !Gene621 & Gene802) | (!Gene476 & Gene823) | (Gene476 & !Gene621 & !Gene802)
Gene836, (!Gene832 & Gene186 & !Gene217) | (Gene832 & !Gene186 & !Gene217) | (!Gene562 & Gene832 & Gene217) | (Gene562 & Gene186 & Gene217)
Gene837, (Gene580 & !Gene498 & !Gene867) | (!Gene155 & Gene580) | (Gene155 & !Gene498 & !Gene867) | (Gene155 & !Gene580 & Gene867)
Gene838, (!Gene838 & !Gene661 & !Gene803) | (Gene661 & !Gene803 & Gene194) | (!Gene838 & Gene661 & Gene803) | (Gene838 & !Gene661 & Gene803 & !Gene194) | (Gene838 & Gene661 & !Gene803)
Gene839, (!Gene53 & !Gene282 & Gene945) | (Gene239 & Gene945) | (Gene53 & !Gene282 & Gene239) | (Gene53 & Gene282 & !Gene239)
Gene840, (!Gene214 & !Gene555 & !Gene891) | (!Gene17 & !Gene555 & Gene891) | (Gene17 & Gene555)
Gene841, (!Gene459 & !Gene4 & !Gene187 & Gene493) | (!Gene4 & Gene187 & !Gene493) | (!Gene459 & Gene4 & !Gene493) | (!Gene459 & Gene4 & Gene187) | (Gene459 & !Gene4 & !Gene493) | (Gene459 & !Gene4 & Gene187)
Gene842, (!Gene707 & !Gene541 & !Gene957) | (!Gene211 & !Gene707) | (!Gene211 & Gene541 & !Gene957) | (Gene211 & Gene707 & Gene957)
Gene843, (!Gene331 & !Gene245 & Gene976) | (!Gene331 & Gene245 & !Gene976) | (!Gene738 & Gene976) | (!Gene738 & Gene245)
Gene844, (!Gene508 & !Gene60 & Gene285) | (!Gene508 & Gene60 & !Gene285) | (Gene508 & !Gene60 & !Gene285) | (!Gene716 & !Gene60 & Gene285) | (Gene716 & !Gene508 & Gene285)
Gene845, (!Gene95 & !Gene883) | (!Gene401 & !Gene95) | (!Gene401 & !Gene628 & !Gene883) | (!Gene401 & Gene628 & Gene883)
Gene846, (!Gene68 & !Gene573) | (!Gene568 & Gene68 & Gene573) | (Gene568 & !Gene68 & Gene188) | (Gene568 & Gene188 & !Gene573)
Gene847, (!Gene59 & Gene305) | (Gene59 & !Gene786 & !Gene305) | (Gene543 & Gene305)
Gene848, (!Gene185 & !Gene139) | (!Gene446 & !Gene185) | (!Gene818 & !Gene185) | (Gene818 & Gene446 & !Gene139)
Gene849, (!Gene730 & !Gene626 & !Gene792 & Gene488) | (!Gene730 & Gene792 & !Gene488) | (Gene626 & !Gene792 & !Gene488) | (Gene730 & !Gene792 & !Gene488) | (Gene730 & !Gene626 & Gene792 & Gene488) | (Gene730 & Gene626 & !Gene792)
Gene850, (!Gene523 & Gene80) | (!Gene867 & Gene741 & Gene80) | (Gene867 & !Gene523 & Gene741) | (Gene867 & Gene523 & !Gene741)
Gene851, (!Gene422 & !Gene549 & !Gene297) | (Gene422 & !Gene549 & Gene297) | (Gene329 & !Gene549) | (Gene329 & !Gene422)
Gene852, (Gene234 & !Gene582 & !Gene953) | (!Gene939 & Gene234) | (Gene939 & !Gene234 & !Gene582 & Gene953) | (Gene939 & !Gene234 & Gene582 & !Gene953) | (Gene234 & Gene582 & Gene953)
Gene853, (Gene155 & !Gene577 & Gene789) | (Gene896 & !Gene155) | (Gene896 & Gene577)
Gene854, (!Gene324 & !Gene734 & !Gene113) | (!Gene774 & !Gene324) | (!Gene774 & Gene734 & !Gene113) | (!Gene324 & Gene734 & Gene113) | (Gene774 & Gene734 & Gene113)
Gene855, (!Gene559 & !Gene588 & !Gene848) | (!Gene848 & Gene871) | (Gene559 & !Gene588 & Gene848 & !Gene871) | (Gene559 & Gene588 & !Gene848) | (Gene559 & Gene588 & Gene871)
Gene856, (!Gene519 & Gene755) | (!Gene911 & Gene755 & Gene220) | (Gene911 & !Gene519) | (Gene911 & Gene755 & !Gene220)
Gene857, (!Gene646 & Gene861 & !Gene486) | (!Gene630 & Gene861) | (!Gene630 & Gene646) | (Gene646 & !Gene861 & Gene486)
Gene858, (Gene341 & Gene108) | (Gene398 & Gene108) | (!Gene248 & Gene398 & Gene341) | (Gene248 & Gene108)
Gene859, (!Gene337 & !Gene563) | (!Gene899 & Gene563 & Gene552) | (Gene899 & !Gene337 & !Gene552) | (Gene899 & !Gene563 & !Gene552)
Gene860, (!Gene700 & !Gene369 & !Gene522) | (!Gene700 & !Gene871 & Gene522) | (!Gene700 & Gene871 & !Gene522) | (Gene369 & Gene522)
Gene861, (!Gene753 & !Gene404 & !Gene932) | (!Gene764 & Gene404 & !Gene932) | (Gene764 & !Gene404) | (Gene753 & !Gene764 & Gene404)
Gene862, (!Gene148 & !Gene195 & Gene450) | (!Gene195 & Gene31 & !Gene450) | (Gene195 & !Gene31 & !Gene450) | (Gene195 & Gene31 & Gene450)
Gene863, (!Gene144 & !Gene820) | (!Gene144 & Gene412 & !Gene503) | (!Gene412 & !Gene820 & Gene503) | (Gene144 & !Gene412 & Gene503) | (Gene412 & !Gene820 & !Gene503)
Gene864, (!Gene261 & !Gene797 & Gene9) | (!Gene339 & Gene261 & !Gene9) | (!Gene339 & Gene261 & Gene797) | (Gene339 & !Gene261 & !Gene797) | (Gene339 & !Gene261 & Gene9) | (Gene339 & !Gene797 & Gene9)
Gene865, (!Gene633 & !Gene25 & !Gene393 & !Gene461) | (!Gene633 & !Gene25 & Gene393 & Gene461) | (!Gene633 & Gene25 & !Gene393 & Gene461) | (!Gene633 & Gene25 & Gene393 & !Gene461) | (Gene633 & !Gene25 & !Gene393 & Gene461) | (Gene633 & !Gene25 & Gene393 & !Gene461) | (Gene633 & Gene25 & !Gene393 & !Gene461) | (Gene633 & Gene25 & Gene393 & Gene461)
Gene866, (!Gene350 & !Gene668 & !Gene235) | (!Gene214 & Gene350 & Gene235) | (!Gene214 & Gene350 & Gene668) | (Gene214 & !Gene350 & !Gene668) | (Gene214 & !Gene668 & !Gene235) | (Gene350 & Gene668 & Gene235)
Gene867, (!Gene940 & !Gene283 & Gene353) | (!Gene72 & Gene940) | (Gene72 & Gene283 & !Gene353)
